Course ID,Subject,Catalog,Long Title,Class Units,Component Code,Component Descr,Pre Requisite Description,Career,Equivalent Courses,Description,Website
011831,FRAA,403,Histoire de la langue française,3.00,LEC,Lecture,Prerequisite: FRAA400 ou FRAA401 ou l'equivalent.,UGRD,,Check academic program site,
011832,FRAA,404,Histoire de la langue française au Québec,3.00,LEC,Lecture,"Prerequisite: Six crédits parmi FRAN320, FRAN321, FRAA400, FRAA401, FRAA403 ou l?équivalent.",UGRD,,Check academic program site,
011833,FRAA,405,LE CODE ORATOIRE,3.00,LEC,Lecture,Prerequisite: FRAN321 ou l'équivalent,UGRD,,Check academic program site,
011835,FRAA,410,Grammaire du français en contextes,3.00,LEC,Lecture,Prerequisite: FRAN321 ou l'équivalent.,UGRD,FRAA 410 = FRAN 406,Check academic program site,
011837,FRAA,412,Grammaire de texte,3.00,LEC,Lecture,Prerequisite: FRAN321.,UGRD,FRAA 412 = FRAN 407,Check academic program site,
011838,FRAA,413,Rédaction I,3.00,LEC,Lecture,Prerequisite: FRAN321 ou l'équivalent.,UGRD,FRAA 413 = FRAN 400,compÃ©tences (rÃ©dactionnelles),
011840,FRAA,422,Questions actuelles en linguistique française,3.00,LEC,Lecture,"Prerequisite: FRAN321; trois crédits parmi FRAA 400, 401, 403, 404 ou l?équivalent.",UGRD,,Check academic program site,
011841,FRAA,423,Rédaction II,3.00,LEC,Lecture,Prerequisite: FRAA413 ou l'équivalent.,UGRD,FRAA 423 = FRAN 403,compÃ©tences (rÃ©dactionnelles),
011842,FRAA,430,Stylistique avancée,3.00,LEC,Lecture,Prerequisite: FRAA423 ou autorisation du département.,UGRD,,Check academic program site,
011844,FRAA,432,Écriture pour le Web,3.00,LEC,Lecture,Prerequisite: FRAN321 ou l'équivalent.,UGRD,,Check academic program site,
011847,FRAA,491,"Tutorat en langue, linguistique ou rédaction",3.00,TUT,Tutorial,Prerequisite: 12 crédits de langue ou de linguistique au niveau 400.,UGRD,,sujet particulier,
011849,FRAA,498,Étude avancée d?un sujet particulier,3.00,LEC,Lecture,,UGRD,,sujets particuliers,
011856,FRAA,592,"TUT LANG, LING OU RÉDACTION",3.00,TUT,Tutorial,,GRAD,,Check academic program site,
040825,FRAA,512,GRAMMAIRE DE TEXTE,3.00,LEC,Lecture,,GRAD,,Check academic program site,
040826,FRAA,522,QUESTIONS ACTUELLES LING FRA,3.00,LEC,Lecture,,GRAD,,Check academic program site,
040827,FRAA,523,RÉDACTION II,3.00,LEC,Lecture,,GRAD,,compÃ©tences (rÃ©dactionnelles),
040828,FRAA,530,STYLISTIQUE AVANCÉE,3.00,LEC,Lecture,,GRAD,,Check academic program site,
040829,FRAA,532,ÉCRITURE POUR LE WEB,3.00,LEC,Lecture,,GRAD,,Check academic program site,
040832,FRAA,598,ÉT.AVANCÉE SUJET PARTICULIER,3.00,LEC,Lecture,,GRAD,,Ã©tude avancÃ©e,
047343,FRAA,623,Rédaction II,3.00,LEC,Lecture,,GRAD,,compÃ©tences (rÃ©dactionnelles),
048338,FRAA,429,Fondements en linguistique française,3.00,LEC,Lecture,Prerequisite: FRAA401 ou l?équivalent.,UGRD,,Check academic program site,
048342,FRAA,419,"Le français en Amérique du Nord, histoire et destins",3.00,LEC,Lecture,"Prerequisite: Six crédits parmi FRAN 320, FRAN 321, FRAA 400, 401, 403 ou l?équivalent.",UGRD,,"La prÃ©sence de la langue franÃ§aise en sol nordâamÃ©ricain ne se limite pas au QuÃ©bec, Ã  lâAcadie et Ã  la Louisiane. En effet, il existe plusieurs autres variÃ©tÃ©s de franÃ§ais parlÃ©es au Canada (le francoâontarien, le francoâmanitobain, le franÃ§ais mitchif ou encore le francoâalbertain) et aux ÃtatsâUnis (le franÃ§ais du Missouri, le francoâamÃ©ricain ou encore le francoâdakotain). Lâobjectif de ce cours est dâoffrir aux Ã©tudiantes et aux Ã©tudiants un portrait Ã  la fois historique, sociolinguistique et culturel de ces nombreuses variÃ©tÃ©s nordâamÃ©ricaines du franÃ§ais.",
048958,FRAA,502,Technologies de l'information et de la communication (TIC) et enseignement du FLS,3.00,SEM,Seminar,,GRAD,,Check academic program site,
048959,FRAA,500,Didactique du français langue étrangère et seconde,3.00,SEM,Seminar,,GRAD,,Check academic program site,
048960,FRAA,501,Théories linguistiques pour l'apprentissage et l?enseignement des langues,3.00,SEM,Seminar,,GRAD,,Check academic program site,
048961,FRAA,510,Stage d'observation,3.00,SEM,Seminar,,GRAD,,Check academic program site,
049406,FRAA,492,Tutorat en langue ou linguistique,3.00,TUT,Tutorial,,UGRD,,sujet particulier,
049574,FRAA,415,Français avancé I,3.00,LEC,Lecture,Préalable : FRAA 410.,UGRD,,Check academic program site,
049575,FRAA,416,Français avancé II,3.00,LEC,Lecture,,UGRD,,Check academic program site,
011939,FRAN,211,French Language: Elementary,6.00,LEC,Lecture,"   Never Taken/Not Registered: FRAN200, FRAN201; Never Taken: FRAN212",UGRD,,This course includes a comprehensive introduction to the basic structures and vocabulary of French and should enable students to acquire an ability to speak and understand simple conversational French.,
011940,FRAN,212,French Language: Transitional Level,6.00,LEC,Lecture,Prerequisite: FRAN211 or equivalent.,UGRD,,"The aim of this course is to provide students who have studied either one year of French at the university or postâsecondary level, or two years of French at the secondary level or equivalent, with an opportunity to improve their levels of comprehension and expression so that they will be able to communicate with greater ease in written and oral French.",
011941,FRAN,213,Langue française : niveaux intermédiaires I et II,6.00,LEC,Lecture,Prerequisite: FRAN212 ou l'équivalent,UGRD,,Check academic program site,
011942,FRAN,214,Langue française : niveau intermédiaire I,3.00,LEC,Lecture,Prerequisite: FRAN212 ou l'équivalent.,UGRD,,Check academic program site,
011943,FRAN,215,Langue française : niveau intermédiaire II,3.00,LEC,Lecture,Prerequisite: FRAN214 ou l'équivalent.,UGRD,,Check academic program site,
011946,FRAN,218,Initiation au français oral,3.00,LEC,Lecture,Prerequisite: FRAN213 ou l'équivalent.,UGRD,,Check academic program site,
011947,FRAN,219,Initiation au français écrit,3.00,LEC,Lecture,Prerequisite: FRAN213 ou l'équivalent.,UGRD,,Check academic program site,
011950,FRAN,221,Correction phonétique,3.00,LEC,Lecture,Prerequisite: FRAN212 ou l'équivalent.,UGRD,,Check academic program site,
011985,FRAN,301,Langue française : niveaux d'approfondissement I et II,6.00,LEC,Lecture,Prerequisite: FRAN213 ou FRAN215 ou l'équivalent.,UGRD,,Check academic program site,
011989,FRAN,302,Langue française : niveau d'approfondissement I,3.00,LEC,Lecture,Prerequisite: FRAN213 ou FRAN215 ou l'équivalent.,UGRD,,Check academic program site,
011995,FRAN,303,Langue française : niveau d'approfondissement II,3.00,LEC,Lecture,Prerequisite: FRAN302 ou l'équivalent.,UGRD,,Check academic program site,
011998,FRAN,304,Langue française : niveau d?approfondissement III,3.00,LEC,Lecture,Préalable : FRAN 301 ou 303.,UGRD,,Check academic program site,
012005,FRAN,305,Communication orale,3.00,LEC,Lecture,Prerequisite: FRAN301 ou FRAN303 ou l'équivalent.,UGRD,,Check academic program site,
012008,FRAN,306,Communication écrite,3.00,LEC,Lecture,Prerequisite: FRAN301 ou FRAN303 ou l'équivalent.,UGRD,,Check academic program site,
012034,FRAN,315,Correction phonétique (niveau avancé),3.00,LEC,Lecture,Prerequisite: FRAN221; FRAN301 ou FRAN303 ou l?équivalent.,UGRD,,Check academic program site,
012038,FRAN,318,Le français des affaires I,3.00,LEC,Lecture,Prerequisite: FRAN306 ou l'équivalent.,UGRD,,Ce cours vise Ã  faire acquÃ©rir des compÃ©tences nÃ©cessaires Ã  une communication Ã©crite et orale efficace dans des situations complexes du marchÃ© du travail.,
012040,FRAN,319,Le français des affaires II,3.00,LEC,Lecture,   Course Prerequisite: FRAN306,UGRD,,Ce cours vise Ã  faire acquÃ©rir des compÃ©tences nÃ©cessaires Ã  une communication Ã©crite et orale efficace dans des situations complexes du marchÃ© du travail.,
012042,FRAN,320,Le vocabulaire français,3.00,LEC,Lecture,Prerequisite:  FRAN303 ou l'équivalent.,UGRD,,Check academic program site,
012043,FRAN,321,Grammaire fonctionnelle du français,3.00,LEC,Lecture,Prerequisite: FRAN304 ou FRAN306; ou l?équivalent.,UGRD,,Check academic program site,
012235,FRAN,499,ETUDE AVANCEE D'UN SUJET PAR,6.00,LEC,Lecture,,UGRD,,Check academic program site,
012275,FRAN,598,ETU AVANC/SUJET PARTICULIER,3.00,LEC,Lecture,,GRAD,,Check academic program site,
045424,FRAN,398,ETUDE D UN SUJET PARTICULIER,3.00,LEC,Lecture,,UGRD,,Check academic program site,
046733,FRAN,299,ETUDE D'UN SUJET PARTICULIER,6.00,LEC,Lecture,,UGRD,,Check academic program site,
046734,FRAN,399,ETUDE D'UN SUJET PARTICULIER,6.00,LEC,Lecture,,UGRD,,Check academic program site,
046735,FRAN,498,ETUDE AVAN.D'UN SUJET PARTIC,3.00,LEC,Lecture,,UGRD,,Check academic program site,
012664,FTRA,200,Méthodologie de la traduction,3.00,LEC,Lecture,Prerequisite: ENGL207 et FRAN306 ou équivalent. Ce cours est réservé aux étudiants inscrits à un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,Check academic program site,
012665,FTRA,201,Traduction générale du français à l'anglais I,3.00,LEC,Lecture,Prerequisite: FTRA200. Ce cours est réservé aux étudiants inscrits à un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,Check academic program site,
012666,FTRA,202,Traduction générale de l'anglais au français I,3.00,LEC,Lecture,Prerequisite: FTRA200. Ce cours est réservé aux étudiants inscrits à un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,Check academic program site,
012667,FTRA,203,L'anglais en contact avec le français au Québec,3.00,LEC,Lecture,,UGRD,,Check academic program site,
012668,FTRA,204,Le français en contact avec l'anglais au Québec,3.00,LEC,Lecture,,UGRD,,Check academic program site,
012669,FTRA,207,Traduction générale du français à l'anglais II,3.00,LEC,Lecture,Prerequisite: FTRA200. Ce cours est réservé aux étudiants inscrits à un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,Check academic program site,
012670,FTRA,208,Traduction générale de l'anglais au français II,3.00,LEC,Lecture,Prerequisite: FTRA200. Ce cours est réservé aux étudiants inscrits à un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,Check academic program site,
012674,FTRA,301,Traduction littéraire du français à l'anglais,3.00,LEC,Lecture,Prerequisite: FTRA201. Ce cours est réservé aux étudiants inscrits à un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,travaux pratiques ,
012675,FTRA,304,Traduction littéraire de l'anglais au français,3.00,LEC,Lecture,Prerequisite: FTRA202. Ce cours est réservé aux étudiants inscrits à un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,travaux pratiques ,
012676,FTRA,305,Initiation à la traduction économique du français à l'anglais,3.00,LEC,Lecture,Prerequisite: FTRA207. Ce cours est réservé aux étudiants inscrits à un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,Check academic program site,
012677,FTRA,306,Initiation à la traduction économique de l'anglais au français,3.00,LEC,Lecture,Prerequisite: FTRA208. Ce cours est réservé aux étudiants inscrits à un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,Check academic program site,
012678,FTRA,310,Initiation à la recherche documentaire et terminologique,3.00,LEC,Lecture,Prerequisite: FTRA201 ou FTRA202. Ce cours est réservé aux étudiants inscrits à un programme de traduction./ This course is reserved for students enrolled in a translation program.,UGRD,,Check academic program site,
012683,FTRA,403,Traduction scientifique et technique du français à l'anglais,3.00,LEC,Lecture,Prerequisite: FTRA201. Ce cours est réservé aux étudiants inscrits à un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,Check academic program site,
012684,FTRA,404,Traduction scientifique et technique de l'anglais au français,3.00,LEC,Lecture,Prerequisite: FTRA202. Ce cours est réservé aux étudiants inscrits à un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,Check academic program site,
012685,FTRA,405,Traduction commerciale et juridique du français à l'anglais,3.00,LEC,Lecture,Prerequisite: FTRA201. Ce cours est réservé aux étudiants inscrits à un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,Check academic program site,
012686,FTRA,406,Traduction commerciale et juridique de l'anglais au français,3.00,LEC,Lecture,Prerequisite: FTRA202. Ce cours est réservé aux étudiants inscrits à un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,Check academic program site,
012687,FTRA,408,Adaptation publicitaire,3.00,LEC,Lecture,Prerequisite: FTRA301 ou FTRA305; FTRA304 ou FTRA306.  Ce cours est réservé aux étudiants inscrits à un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,Check academic program site,
012688,FTRA,409,Révision et correction en traduction,3.00,LEC,Lecture,Prerequisite: FTRA301 ou FTRA305. Ce cours est réservé aux étudiants inscrits à un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,Check academic program site,
012689,FTRA,410,Révision et correction en traduction,3.00,LEC,Lecture,Prerequisite: FTRA304 ou FTRA306. Ce cours est réservé aux étudiants inscrits à un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,Check academic program site,
012690,FTRA,411,Terminologie et mondialisation,3.00,LEC,Lecture,Prerequisite: FTRA310. Ce cours est réservé aux étudiants inscrits à un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,"aspect pratique, utilisation dâoutils",
012691,FTRA,412,Théories de la traduction,3.00,LEC,Lecture,Prerequisite: FTRA 301 ou FTRA304 ou FTRA305 ou FTRA306. Ce cours est réservé aux étudiants inscrits à un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,Check academic program site,
012692,FTRA,414,Histoire de la traduction,3.00,LEC,Lecture,Prerequisite: FTRA 301 ou FTRA304 ou FTRA305 ou FTRA306. Ce cours est réservé aux étudiants inscrits à un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,Check academic program site,
012693,FTRA,416,Informatique et traduction,3.00,LEC,Lecture,Prerequisite: FTRA201 ou FTRA202. Ce cours est réservé aux étudiants inscrits à un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,"exercices, initiation aux outils informatisÃ©s",
012695,FTRA,418,"Web, technologies, traduction : théories et critiques",3.00,LEC,Lecture,Prerequisite: FTRA412 ou FTRA414. Ce cours est réservé aux étudiants inscrits à un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,travail approfondi de recherche,
012696,FTRA,420,Stage de formation : de l'anglais au français,6.00,PRA,Practicum/Intership/work term,"Prerequisite: 60 crédits en traduction et autorisation de la coordinatrice ou du coordinateur des stages. Ce cours est réservé aux étudiants inscrits à un programme de traduction.
This course is reserved for students enrolled in a translation program.",UGRD,,Check academic program site,
012697,FTRA,421,Stage de formation : du français à l'anglais,6.00,PRA,Practicum/Intership/work term,"Prerequisite: 60 crédits en traduction et autorisation de la coordinatrice ou du coordinateur des stages. Ce cours est réservé aux étudiants inscrits à un programme de traduction.
This course is reserved for students enrolled in a translation program.",UGRD,,Check academic program site,
012698,FTRA,422,Stage de formation : de l'anglais au français I,3.00,PRA,Practicum/Intership/work term,"Prerequisite: 60 crédits en traduction et autorisation de la coordinatrice ou du coordinateur des stages. Ce cours est réservé aux étudiants inscrits à un programme de traduction.
This course is reserved for students enrolled in a translation program.",UGRD,,Check academic program site,
012699,FTRA,423,Stage de formation : du français à l'anglais I,3.00,PRA,Practicum/Intership/work term,"Prerequisite: 60 crédits en traduction et autorisation de la coordinatrice ou du coordinateur des stages. Ce cours est réservé aux étudiants inscrits à un programme de traduction.
This course is reserved for students enrolled in a translation program.",UGRD,,Check academic program site,
012700,FTRA,424,Stage de formation : de l'anglais au français II,3.00,PRA,Practicum/Intership/work term,"Prerequisite: 60 crédits en traduction et autorisation de la coordinatrice ou du coordinateur des stages. Ce cours est réservé aux étudiants inscrits à un programme de traduction.
This course is reserved for students enrolled in a translation program.",UGRD,,Check academic program site,
012701,FTRA,425,Stage de formation : du français à l'anglais II,3.00,PRA,Practicum/Intership/work term,"Prerequisite: 60 crédits en traduction et autorisation de la coordinatrice ou du coordinateur des stages. Ce cours est réservé aux étudiants inscrits à un programme de traduction.
This course is reserved for students enrolled in a translation program.",UGRD,,Check academic program site,
012702,FTRA,492,Tutorat en traduction,3.00,TUT,Tutorial,Prerequisite: 12 crédits de traduction au niveau «?400?» et permission du département. Ce cours est réservé aux étudiants inscrits à un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,sujet particulier,
012703,FTRA,498,ETUDE AVANC/SUJET PARTICUL,3.00,TUT,Tutorial,,UGRD,,sujet particulier,
012708,FTRA,499,ETUDE AVANC.D'UN SUJET PART.,6.00,LEC,Lecture,,UGRD,,sujets particuliers,
012712,FTRA,501,TRADUCTION LITTÉRAIRE F/A,3.00,LEC,Lecture,,GRAD,,Check academic program site,
012713,FTRA,504,TRADUCTION LITTÉRAIRE A/F,3.00,LEC,Lecture,,GRAD,,Check academic program site,
012714,FTRA,517,STAGE DE FORM 1:FRAN A ANGL,3.00,PRA,Practicum/Intership/work term,,GRAD,,Check academic program site,
012715,FTRA,519,STAGE DE FORM 2:FRAN A L ANG,3.00,PRA,Practicum/Intership/work term,,GRAD,,Check academic program site,
012716,FTRA,520,STAGE DE FORM:ANGL AU FRAN,6.00,PRA,Practicum/Intership/work term,,GRAD,,Check academic program site,
012717,FTRA,521,STAGE DE FORM:FRAN A L ANGL,6.00,PRA,Practicum/Intership/work term,,GRAD,,Check academic program site,
012718,FTRA,522,STAGE DE FORM 1:ANGL AU FRAN,3.00,PRA,Practicum/Intership/work term,,GRAD,,Check academic program site,
012721,FTRA,526,STAGE DE FORM 2:ANGL AU FRAN,3.00,PRA,Practicum/Intership/work term,,GRAD,,Check academic program site,
012722,FTRA,527,TRAVAUX DIRIGES (A),3.00,TUT,Tutorial,,GRAD,,travaux dirigÃ©s,
012723,FTRA,528,TRAVAUX DIRIGES (F),3.00,TUT,Tutorial,,GRAD,,travaux dirigÃ©s,
012724,FTRA,532,INITIA TRADUCTION GÉNÉRALE FRANÇAIS,3.00,LEC,Lecture,,GRAD,,Check academic program site,
012725,FTRA,533,THEORIE&PRATIQUE TERMINO,3.00,LEC,Lecture,,GRAD,,Check academic program site,
012727,FTRA,551,TUTORAT EN LOCALISATION,3.00,TUT,Tutorial,,GRAD,,Check academic program site,
012728,FTRA,552,TRAD. AUTOMATIQUE&TAO,3.00,LEC,Lecture,Prerequisite: FTRA536. Ce cours est réservé aux étudiants inscrits à un programme de traduction. / This course is reserved for students enrolled in a translation program.,GRAD,,Check academic program site,
012730,FTRA,555,Gestion de projets,3.00,LEC,Lecture,,GRAD,,mises en situation,
012732,FTRA,558,PRATIQUE DE LOCALISATION,3.00,LEC,Lecture,,GRAD,,"pratique, logiciels",
012735,FTRA,600,METHODOLOGIE RECHERCHE TRAD,3.00,SEM,Seminar,,GRAD,,Check academic program site,
012736,FTRA,601,COURANTS CONTEMPORAINS TRAD,3.00,SEM,Seminar,,GRAD,,Check academic program site,
012737,FTRA,602,HISTOIRE GENERALE DE LA TRAD,3.00,SEM,Seminar,,GRAD,,Check academic program site,
012738,FTRA,603,CONTEXTES SOCIO-POLITIQUES,3.00,SEM,Seminar,,GRAD,,Check academic program site,
012739,FTRA,610,LECTURE CRITIQUE DE TRAD,3.00,SEM,Seminar,,GRAD,,Check academic program site,
012740,FTRA,611,TERMINOLOGIE/MONDIALISATION,3.00,LEC,Lecture,,GRAD,,Check academic program site,
012741,FTRA,612,TRADUCTION EN SCIENCES HUM.,3.00,SEM,Seminar,,GRAD,,sÃ©minaire pratique,
012742,FTRA,613,TRANS SOC.SCI&HUMANITIES,3.00,SEM,Seminar,,GRAD,,sÃ©minaire pratique,
012743,FTRA,614,TRAD LITTERAIRE AVANCÉE,3.00,LEC,Lecture,,GRAD,,sÃ©minaire pratique,
012744,FTRA,615,ADVANCED LITERARY TRANS.(A),3.00,SEM,Seminar,,GRAD,,sÃ©minaire pratique,
012746,FTRA,619,STAGE DE FORMATION FRANÇAIS À L'ANGLAIS II,3.00,PRA,Practicum/Intership/work term,,GRAD,,Check academic program site,
012747,FTRA,622,"LITTÉRATURE, LANGUE ET TRAD",3.00,SEM,Seminar,,GRAD,,Check academic program site,
012748,FTRA,680,TUTORAT EN LITTERATURE (F),3.00,TUT,Tutorial,,GRAD,,tutorat,
012749,FTRA,681,TUTORIAL IN LITERATURE (A),3.00,TUT,Tutorial,,GRAD,,tutorial,
012750,FTRA,682,TUTORAT EN TRADUCTION (F),3.00,TUT,Tutorial,,GRAD,,tutorat,
012751,FTRA,683,TUTORIAL IN TRANSLATION (A),3.00,TUT,Tutorial,,GRAD,,tutorial,
012752,FTRA,684,TUTORAT EN LINGUISTIQUE (F),3.00,TUT,Tutorial,,GRAD,,tutorat,
012753,FTRA,685,TUTORIAL IN LINGUISTICS (A),3.00,TUT,Tutorial,,GRAD,,tutorial,
012757,FTRA,698,ETUDE D UN SUJET PARTICULIER,3.00,TUT,Tutorial,,GRAD,,innovation pÃ©dagogique,
040848,FTRA,452,Traduction automatique (TA) et traduction assistée par ordinateur (TAO),3.00,LEC,Lecture,Prerequisite: FTRA416. Ce cours est réservé aux étudiants inscrits à un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,"exercises, appliquent des outils",
040849,FTRA,455,Gestion de projets,3.00,LEC,Lecture,Prerequisite: 12 crédits FTRA. Ce cours est réservé aux étudiants inscrits à un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,mises en situation,
040850,FTRA,458,Pratique de la localisation,3.00,LEC,Lecture,Prerequisite: 12 crédits FTRA. Ce cours est réservé aux étudiants inscrits à un programme de traduction. / This course is reserved for students enrolled in a translation program.,UGRD,,Check academic program site,
040852,FTRA,500,METHODOLOGIE RECHERCHE TRAD,3.00,SEM,Seminar,,GRAD,,Check academic program site,
040855,FTRA,513,TRAD SCITECH:FRAN A ANGLAIS,3.00,LEC,Lecture,,GRAD,,Check academic program site,
040856,FTRA,514,TRAD SCITECH ANGL AU FRAN,3.00,LEC,Lecture,,GRAD,,Check academic program site,
040857,FTRA,515,TRAD COMMJURID:FRAN A ANGL,3.00,LEC,Lecture,,GRAD,,Check academic program site,
040858,FTRA,516,TRAD COMMJURID:ANGL AU FRAN,3.00,LEC,Lecture,,GRAD,,Check academic program site,
040860,FTRA,529,REVISION&CORRECTION EN TRAD ANGLAIS,3.00,LEC,Lecture,,GRAD,,Check academic program site,
040861,FTRA,530,REVISION&CORRECTION EN TRAD,3.00,LEC,Lecture,,GRAD,,Check academic program site,
040862,FTRA,531,INITIA TRADUCTION GÉNÉRALE ANGLAIS,3.00,LEC,Lecture,,GRAD,,Check academic program site,
040863,FTRA,536,INFORMATIQUE ET TRADUCTION,3.00,LEC,Lecture,,GRAD,,Check academic program site,
040864,FTRA,539,COURANTS CONTEMPORAINS TRAD,3.00,SEM,Seminar,,GRAD,,Check academic program site,
040865,FTRA,540,LECTURE CRITIQUE DE TRAD,3.00,SEM,Seminar,,GRAD,,Check academic program site,
040867,FTRA,542,TRADUCTION EN SCIENCES HUM.,3.00,SEM,Seminar,,GRAD,,Check academic program site,
040868,FTRA,543,SEMINAR SOC.SCI&HUMANITIES,3.00,SEM,Seminar,,GRAD,,Check academic program site,
040869,FTRA,544,SEMINAIRE TRAD.LITTERAIRE,3.00,LEC,Lecture,,GRAD,,Check academic program site,
040870,FTRA,545,ADVANCED LITERARY TRANS (A),3.00,SEM,Seminar,,GRAD,,Check academic program site,
040871,FTRA,547,TRADUCTION ECONOMIQUE F/A,3.00,LEC,Lecture,,GRAD,,Check academic program site,
040872,FTRA,548,TRADUCTION ECONOMIQUE A/F,3.00,LEC,Lecture,,GRAD,,Check academic program site,
040874,FTRA,553,CONTEXTES SOCIO-POLITIQUES,3.00,SEM,Seminar,,GRAD,,Check academic program site,
040878,FTRA,686,PROJET DE MÉM/THES PROPOSAL,6.00,LEC,Lecture,,GRAD,,projet de mÃ©moire,
040879,FTRA,690,THESE (MEM OU TRAD LIT COMM),21.00,LEC,Lecture,,GRAD,,Check academic program site,
040880,FTRA,692,MÉMOIRE TRAVAIL DE RECHERCHE,24.00,LEC,Lecture,,GRAD,,Check academic program site,
044030,FTRA,623,TRAD SCITECH:FRAN ÀNGLAIS,3.00,LEC,Lecture,,GRAD,,Check academic program site,
044031,FTRA,624,TRAD SCITECH ANGL AU FRAN,3.00,LEC,Lecture,,GRAD,,Check academic program site,
044032,FTRA,625,TRAD COMMJURID:FRAN A ANGL,3.00,LEC,Lecture,,GRAD,,Check academic program site,
044033,FTRA,626,TRAD COMMJURID:ANGL AU FRAN,3.00,LEC,Lecture,,GRAD,,Check academic program site,
044034,FTRA,629,REVISION&CORRECTION EN TRAD FRANÇAIS,3.00,LEC,Lecture,,GRAD,,Check academic program site,
044035,FTRA,630,RÉVISION&CORRECTION EN TRAD FRANÇAIS,3.00,LEC,Lecture,,GRAD,,Check academic program site,
044036,FTRA,632,INITIATION TRAD GÉNÉRALE FRANÇAIS,3.00,LEC,Lecture,,GRAD,,outils de travail,
044037,FTRA,633,THÉORIE&PRATIQUE TERMINO,3.00,LEC,Lecture,,GRAD,,"aspects pratiques, supports informatisÃ©s",
044038,FTRA,634,TRADUCTION LITTÉRAIRE A-F,3.00,LEC,Lecture,,GRAD,,travaux pratiques,
044039,FTRA,635,TRADUCTION LITTÉRAIRE F-A,3.00,LEC,Lecture,,GRAD,,travaux pratiques,
044040,FTRA,636,INFORMATIQUE ET TRADUCTION,3.00,LEC,Lecture,,GRAD,,"exercises, initiation aux outils informatisÃ©s",
044041,FTRA,647,TRADUCTION ÉCONOMIQUE F-A,3.00,LEC,Lecture,,GRAD,,Check academic program site,
044042,FTRA,648,TRADUCTION ÉCONOMIQUE A-F,3.00,LEC,Lecture,,GRAD,,Check academic program site,
044043,FTRA,652,TRAD. AUTOMATIQUE&TAO,3.00,LEC,Lecture,,GRAD,,"appliquer, exercices de programmation, outils, logiciels",
044044,FTRA,655,Gestion de projets,3.00,LEC,Lecture,,GRAD,,mises en situation,
044045,FTRA,658,Pratique de la localisation,3.00,LEC,Lecture,Prerequisite: Must be enrolled in MA Translation.,GRAD,,pratique,
045062,FTRA,620,STAGE DE FORMATION (F),6.00,PRA,Practicum/Intership/work term,,GRAD,,Check academic program site,
045067,FTRA,642,STAGE DE FORMATION L'ANGLAIS AU FRANÇAIS I,3.00,PRA,Practicum/Intership/work term,,GRAD,,Check academic program site,
045100,FTRA,617,STAGE DE FORMATION FRANÇAIS À L'ANGLAIS I,3.00,PRA,Practicum/Intership/work term,,GRAD,,Check academic program site,
045101,FTRA,621,STAGE DE FORMATION (A),6.00,PRA,Practicum/Intership/work term,,GRAD,,Check academic program site,
045102,FTRA,627,TRAVAUX DIRIGÉS,3.00,TUT,Tutorial,,GRAD,,Check academic program site,
045103,FTRA,628,TRAVAUX DIRIGÉS,3.00,PRA,Practicum/Intership/work term,,GRAD,,Check academic program site,
045104,FTRA,631,INITIATION TRAD GÉNÉRALE ANGLAIS,3.00,LEC,Lecture,,GRAD,,outils de travail,
045105,FTRA,646,STAGE DE FORMATION L'ANGLAIS AU FRANÇAIS II,3.00,PRA,Practicum/Intership/work term,,GRAD,,Check academic program site,
046736,FTRA,298,ÉTUDE D'UN SUJET PARTICULIER,3.00,LEC,Lecture,,UGRD,,Check academic program site,
046737,FTRA,398,TRADUCTION GASTRONOMIQUE:,3.00,LEC,Lecture,,UGRD,,Check academic program site,
046738,FTRA,598,ETU AVANC/SUJET PARTICULIER,3.00,LEC,Lecture,,GRAD,,"Ã©tude avancÃ©e, sujet particulier",
047168,FTRA,668,"WEB, TECH, TRADUCTION THÉORIES ET CRITIQUES",3.00,LEC,Lecture,,GRAD,,travail approfondi de recherche,
