"course","courseName","courseSubject","courseNumber","courseUrl","courseCredits","description"
"http://focu.io/data#IRST343","Cinema in Quebec and Ireland","IRST","343",,"3.0","Check academic program site"
"http://focu.io/data#IRST344","CLASSICS OF IRISH THEATRE","IRST","344",,"3.0","Performance-based activities"
"http://focu.io/data#IRST345","Irish Plays:  Dramaturgy","IRST","345",,"3.0","Check academic program site"
"http://focu.io/data#IRST346","IRISH PERFORMANCE STUDIES","IRST","346",,"3.0","Performance-based activities"
"http://focu.io/data#IRST347","CONTEMPORARY IRISH THEATRE","IRST","347",,"3.0","Performance-based activities"
"http://focu.io/data#IRST354","IRISH CHILD & YOUNG ADLT LIT","IRST","354",,"3.0","Check academic program site"
"http://focu.io/data#IRST371","IRISH CULTURAL TRADS/QUEBEC","IRST","371",,"3.0","Check academic program site"
"http://focu.io/data#IRST373","IRISH TRAD MUSIC/CANADA","IRST","373",,"3.0","Check academic program site"
"http://focu.io/data#IRST390","Field Studies in Ireland","IRST","390",,"3.0","Self-directed field study "
"http://focu.io/data#IRST398","Special Topics in Irish Studies","IRST","398",,"3.0","Check academic program site"
"http://focu.io/data#IRST398T","SPEC TOPS/CDN IRISH STUDIES CONTEMPORARY IRISH THEATRE","IRST","398T",,"3.0","Check academic program site"
"http://focu.io/data#IRST403","The Irish in Quebec:  Ethnic Fade and Cultural Memory","IRST","403",,"3.0","Check academic program site"
"http://focu.io/data#IRST404","History and Memory in Ireland","IRST","404",,"3.0","Check academic program site"
"http://focu.io/data#IRST412","Rebellion in Ireland and the Canadas","IRST","412",,"3.0","Check academic program site"
"http://focu.io/data#IRST498","Advanced Topics in Irish Studies","IRST","498",,"3.0","Check academic program site"
"http://focu.io/data#IRST498G","Advanced Topics in Canadian Irish Studies","IRST","498G",,"3.0","Check academic program site"
"http://focu.io/data#ITAL201","Introductory Italian I","ITAL","201",,"3.0","lab work"
"http://focu.io/data#ITAL202","Introductory Italian II","ITAL","202",,"3.0","lab work"
"http://focu.io/data#ITAL210","Italian for Heritage Speakers I","ITAL","210",,"3.0","Check academic program site"
"http://focu.io/data#ITAL211","Italian for Heritage Speakers II","ITAL","211",,"3.0","Check academic program site"
"http://focu.io/data#ITAL241","Intermediate Italian I","ITAL","241",,"3.0","Check academic program site"
"http://focu.io/data#ITAL242","Intermediate Italian II","ITAL","242",,"3.0","Check academic program site"
"http://focu.io/data#ITAL298","SELECTED TOPICS IN ITALIAN","ITAL","298",,"3.0","Check academic program site"
"http://focu.io/data#ITAL301","Advanced Grammar and Writing I","ITAL","301",,"3.0","Check academic program site"
"http://focu.io/data#ITAL302","Advanced Grammar and Composition II","ITAL","302",,"3.0","Check academic program site"
"http://focu.io/data#ITAL303","Introductions to Academic Writing in Italiian","ITAL","303",,"3.0","Check academic program site"
"http://focu.io/data#ITAL305","Communicative Strategies and Oral Communication","ITAL","305",,"3.0","Check academic program site"
"http://focu.io/data#ITAL306","Introduction to Translation","ITAL","306",,"3.0","Check academic program site"
"http://focu.io/data#ITAL307","Translation Practice","ITAL","307",,"3.0","Check academic program site"
"http://focu.io/data#ITAL308","Italian for Business","ITAL","308",,"3.0","Check academic program site"
"http://focu.io/data#ITAL310","Survey of Italian Literature I","ITAL","310",,"3.0","Check academic program site"
"http://focu.io/data#ITAL311","Survey of Italian Literature II","ITAL","311",,"3.0","Check academic program site"
"http://focu.io/data#ITAL351","Dramatic Representations in Italian Cinema and Culture","ITAL","351",,"3.0","Check academic program site"
"http://focu.io/data#ITAL361","Italy and its Languages","ITAL","361",,"3.0","Check academic program site"
"http://focu.io/data#ITAL365","ITALIAN CIVILIZATION I","ITAL","365",,"3.0","Check academic program site"
"http://focu.io/data#ITAL366","Italian Civilization II","ITAL","366",,"3.0","Check academic program site"
"http://focu.io/data#ITAL367","CULTURAL VIEWS OF ITALY","ITAL","367",,"3.0","Check academic program site"
"http://focu.io/data#ITAL398","SELECTED TOPICS IN ITALIAN","ITAL","398",,"3.0","Check academic program site"
"http://focu.io/data#ITAL415","Dante and the Middle Ages","ITAL","415",,"3.0","Check academic program site"
"http://focu.io/data#ITAL416","DANTE: DIVINA COMMEDIA","ITAL","416",,"3.0","Check academic program site"
"http://focu.io/data#ITAL422","Petrarch and Boccaccio","ITAL","422",,"3.0","Check academic program site"
"http://focu.io/data#ITAL427","Italian Humanism and the Renaissance","ITAL","427",,"3.0","Check academic program site"
"http://focu.io/data#ITAL434","The Epic Tradition in Italy","ITAL","434",,"3.0","Check academic program site"
"http://focu.io/data#ITAL436","The Age of Enlightenment in Italy","ITAL","436",,"3.0","Check academic program site"
"http://focu.io/data#ITAL439","Romanticism in Italy","ITAL","439",,"3.0","Check academic program site"
"http://focu.io/data#ITAL445","Literature and Culture in Fascist Italy","ITAL","445",,"3.0","Check academic program site"
"http://focu.io/data#ITAL446","Cultural Expressions in Italy from Neo-Realism to the Present","ITAL","446",,"3.0","Check academic program site"
"http://focu.io/data#ITAL450","Feminist Discourse in Italy","ITAL","450",,"3.0","Check academic program site"
"http://focu.io/data#ITAL452","The Contemporary Italian Novel","ITAL","452",,"3.0","Check academic program site"
"http://focu.io/data#ITAL461","History of the Italian Language","ITAL","461",,"3.0","Check academic program site"
"http://focu.io/data#ITAL462","History of the Italian Language II","ITAL","462",,"3.0","Check academic program site"
"http://focu.io/data#ITAL463","Language, Politics and Ideology","ITAL","463",,"3.0","Check academic program site"
"http://focu.io/data#ITAL480","TUTORIAL I","ITAL","480",,"3.0","Check academic program site"
"http://focu.io/data#ITAL480L","Tutorial I - Contemporary Italy","ITAL","480L",,"3.0","Check academic program site"
"http://focu.io/data#ITAL481","TUTORIAL II","ITAL","481",,"3.0","Check academic program site"
"http://focu.io/data#ITAL482","TUTORIAL III","ITAL","482",,"3.0","Check academic program site"
"http://focu.io/data#ITAL483","TUTORIAL IV","ITAL","483",,"3.0","Check academic program site"
"http://focu.io/data#ITAL490","Honours Essay Tutorial","ITAL","490",,"3.0","Check academic program site"
"http://focu.io/data#ITAL498","ADVANCED TOPICS IN ITALIAN","ITAL","498",,"3.0","Check academic program site"
"http://focu.io/data#JAZZ209","JAZZ AURAL PERCEPTION I","JAZZ","209",,"3.0","Check academic program site"
"http://focu.io/data#JAZZ210","JAZZ AURAL PERCEPTION II","JAZZ","210",,"3.0","Check academic program site"
"http://focu.io/data#JAZZ251","RHYTHM AND MELODY","JAZZ","251",,"3.0","Check academic program site"
"http://focu.io/data#JAZZ252","JAZZ HARMONY I","JAZZ","252",,"3.0","Check academic program site"
"http://focu.io/data#JAZZ303","JAZZ ARRANGING I","JAZZ","303",,"3.0","Check academic program site"
"http://focu.io/data#JAZZ304","JAZZ ARRANGING II","JAZZ","304",,"3.0","Check academic program site"
"http://focu.io/data#JAZZ311","JAZZ AURAL PERCEPTION III","JAZZ","311",,"3.0","Check academic program site"
"http://focu.io/data#JAZZ351","JAZZ HARMONY II","JAZZ","351",,"3.0","Check academic program site"
"http://focu.io/data#JAZZ352","JAZZ ANALYSIS","JAZZ","352",,"3.0","Check academic program site"
"http://focu.io/data#JAZZ398","SPECIAL TOPICS IN JAZZ","JAZZ","398",,"3.0","Check academic program site"
"http://focu.io/data#JAZZ400","JAZZ STUDIES CAPSTONE SEMINAR AND PROJECT","JAZZ","400",,"3.0","Check academic program site"
"http://focu.io/data#JAZZ471","Independent Study I","JAZZ","471",,"3.0","Check academic program site"
"http://focu.io/data#JAZZ472","Independent Study II","JAZZ","472",,"3.0","Check academic program site"
"http://focu.io/data#JAZZ481","Supervised Internship I","JAZZ","481",,"3.0","Supervised internship at an industry/community partner"
"http://focu.io/data#JAZZ482","Supervised Internship II","JAZZ","482",,"3.0","Supervised internship at an industry/community partner"
"http://focu.io/data#JAZZ498","SPECIAL TOPICS IN JAZZ","JAZZ","498",,"3.0","Check academic program site"
"http://focu.io/data#JHIS314","JAZZ HISTORY","JHIS","314",,"3.0","Check academic program site"
"http://focu.io/data#JHIS398","SPECIAL TOPICS IN JHIS","JHIS","398",,"3.0","Check academic program site"
"http://focu.io/data#JOUR202","Digital Tools for Journalists","JOUR","202",,"3.0","Check academic program site"
"http://focu.io/data#JOUR205","Principles of Journalistic Thought and Practice","JOUR","205",,"3.0","Check academic program site"
"http://focu.io/data#JOUR206","INTRODUCTION TO REPORTING","JOUR","206",,"3.0","Workshop course, practical out-of-class assignments"
"http://focu.io/data#JOUR207","Introduction to Multimedia","JOUR","207",,"3.0","Workshop course, practical out-of-class assignments"
"http://focu.io/data#JOUR208","INTERMEDIATE REPORTING","JOUR","208",,"3.0","Workshop course, practical out-of-class assignments"
"http://focu.io/data#JOUR209","Intermediate Multimedia","JOUR","209",,"3.0","Workshop course, practical out-of-class assignments"
"http://focu.io/data#JOUR210","The Media in Quebec","JOUR","210",,"3.0","Check academic program site"
"http://focu.io/data#JOUR215","Contemporary News Media","JOUR","215",,"3.0","Check academic program site"
"http://focu.io/data#JOUR216","Law and Ethics in Journalism","JOUR","216",,"3.0","Check academic program site"
"http://focu.io/data#JOUR298","SPECIAL TOPICS IN JOURNALISM","JOUR","298",,"3.0","Check academic program site"
"http://focu.io/data#JOUR302","Reporting and Research Methods for Journalism","JOUR","302",,"3.0","Check academic program site"
"http://focu.io/data#JOUR303","FEATURE WRITING","JOUR","303",,"3.0","Workshop course, practical out-of-class assignments"
"http://focu.io/data#JOUR309","Editing and Page Design","JOUR","309",,"3.0","Workshop course, practical out-of-class assignments"
"http://focu.io/data#JOUR310","Gender, Diversity and Journalism","JOUR","310",,"3.0","Check academic program site"
"http://focu.io/data#JOUR316","Law and Ethics in Journalism","JOUR","316",,"3.0","Check academic program site"
"http://focu.io/data#JOUR321","Visual Journalism","JOUR","321",,"3.0","Workshop course, practical out-of-class assignments"
"http://focu.io/data#JOUR325","SOCIAL MEDIA AND MOBILE REPORTING","JOUR","325",,"3.0","Workshop course, practical out-of-class assignments"
"http://focu.io/data#JOUR330","RADIO NEWSROOM","JOUR","330",,"3.0","Course replicates the working conditions and journalistic experience of a digital newsroom"
"http://focu.io/data#JOUR335","ALTERNATIVE JOURNALISM","JOUR","335",,"3.0","Check academic program site"
"http://focu.io/data#JOUR340","Communicating Science with Society","JOUR","340",,"3.0","Check academic program site"
"http://focu.io/data#JOUR366","Photojournalism","JOUR","366",,"3.0","Check academic program site"
"http://focu.io/data#JOUR398","SPECIAL TOPICS IN JOURNALISM","JOUR","398",,"3.0","Check academic program site"
"http://focu.io/data#JOUR402","Specialist Reporting","JOUR","402",,"3.0","Workshop course, practical out-of-class assignments"
"http://focu.io/data#JOUR404","MAGAZINE WRITING","JOUR","404",,"3.0","Workshop course, practical out-of-class assignments"
"http://focu.io/data#JOUR420","GENDER, DIVERSITY AND JOURNALISM","JOUR","420",,"3.0","Check academic program site"
"http://focu.io/data#JOUR421","Advanced Video Journalism","JOUR","421",,"3.0","Workshop course, practical out-of-class assignments"
"http://focu.io/data#JOUR425","SPECIAL TOPICS IN JOURNALISM","JOUR","425",,"3.0","Check academic program site"
"http://focu.io/data#JOUR426","SPECIAL TOPICS IN JOURNALISM","JOUR","426",,"3.0","Check academic program site"
"http://focu.io/data#JOUR428","Multi-Platform Journalism","JOUR","428",,"3.0","Check academic program site"
"http://focu.io/data#JOUR432","DOCUMENTARY VIDEO & RADIO","JOUR","432",,"3.0","Workshop course, practical out-of-class assignments"
"http://focu.io/data#JOUR435","Alternative News Media","JOUR","435",,"3.0","Check academic program site"
"http://focu.io/data#JOUR436","Citizen Journalism","JOUR","436",,"3.0","Check academic program site"
"http://focu.io/data#JOUR437","Turning Points in Journalism History","JOUR","437",,"3.0","Check academic program site"
"http://focu.io/data#JOUR442","INTERNATIONAL JOURNALISM","JOUR","442",,"3.0","Check academic program site"
"http://focu.io/data#JOUR443","THE DIGITAL MAGAZINE","JOUR","443",,"3.0","Capstone course"
"http://focu.io/data#JOUR444","Critical Approaches to Journalism","JOUR","444",,"3.0","Check academic program site"
"http://focu.io/data#JOUR445","ADVANCED PHOTOJOURNALISM","JOUR","445",,"3.0","Workshop course, practical out-of-class assignments"
"http://focu.io/data#JOUR450","Journalism Practicum","JOUR","450",,"3.0","Practicum at a recognized media outlet"
"http://focu.io/data#JOUR451","Independent Study","JOUR","451",,"3.0","Check academic program site"
"http://focu.io/data#JOUR463","Literary Journalism","JOUR","463",,"3.0","Check academic program site"
"http://focu.io/data#JOUR498","ADV. SPECIAL TOPICS IN JOUR.","JOUR","498",,"3.0","Check academic program site"
"http://focu.io/data#JOUR500","CRITICAL APPROACHES TO JOURNALISM","JOUR","500",,"3.0","Check academic program site"
"http://focu.io/data#JOUR501","RESEARCH METHODS FOR JOURNALISM","JOUR","501",,"3.0","Check academic program site"
"http://focu.io/data#JOUR502","INTRODUCTION TO REPORTING","JOUR","502",,"3.0","Lecture/laboratory course, students receive assignments both in class and in the field"
"http://focu.io/data#JOUR503","INTRODUCTION TO VISUAL JOURNALISM","JOUR","503",,"3.0","Workshop course"
"http://focu.io/data#JOUR503","Introduction to Visual Journalism","JOUR","503",,"3.0","Workshop course"
"http://focu.io/data#JOUR504","INTERMEDIATE REPORTING","JOUR","504",,"3.0","Workshop course, practical out-of-class assignments"
"http://focu.io/data#JOUR505","ADVANCED REPORTING","JOUR","505",,"3.0","Workshop course, practical out-of-class assignments"
"http://focu.io/data#JOUR507","BASICS OF DIGITAL IMAGING","JOUR","507",,"3.0","Workshop course, practical out-of-class assignments"
"http://focu.io/data#JOUR507","Basics of Digital Imaging","JOUR","507",,"3.0","Workshop course, practical out-of-class assignments"
"http://focu.io/data#JOUR508","RESEARCH PROJECT","JOUR","508",,"3.0","Check academic program site"
"http://focu.io/data#JOUR509","COPY EDITING","JOUR","509",,"3.0","Check academic program site"
"http://focu.io/data#JOUR510","WEB EDITING AND PAGE DESIGN","JOUR","510",,"3.0","Check academic program site"
"http://focu.io/data#JOUR511","INTRODUCTION TO MULTIMEDIA","JOUR","511",,"3.0","Check academic program site"
"http://focu.io/data#JOUR513","JOURNALISM ETHICS & THE LAW","JOUR","513",,"3.0","Check academic program site"
"http://focu.io/data#JOUR519","COMPUTER ASSISTED REPORTING","JOUR","519",,"3.0","Check academic program site"
"http://focu.io/data#JOUR520","DIRECTED STUDY","JOUR","520",,"3.0","Check academic program site"
"http://focu.io/data#JOUR521","Visual Story-Telling","JOUR","521",,"3.0","Workshop course, practical out-of-class assignments"
"http://focu.io/data#JOUR523","News and Feature Photography","JOUR","523",,"3.0","Workshop course, practical out-of-class assignments"
"http://focu.io/data#JOUR525","SPECIAL TOPICS IN JOURNALISM","JOUR","525",,"3.0","Check academic program site"
"http://focu.io/data#JOUR526","SPECIAL TOPICS IN JOURNALISM","JOUR","526",,"3.0","Check academic program site"
"http://focu.io/data#JOUR527","Elements of Lighting for VJ","JOUR","527",,"3.0","Workshop course, practical out-of-class assignments"
"http://focu.io/data#JOUR528","THE DIGITAL MAGAZINE","JOUR","528",,"3.0","Course replicates the working conditions and journalistic experience of a digital newsroom"
"http://focu.io/data#JOUR530","ADVANCED RADIO NEWS","JOUR","530",,"3.0","Course replicates the working conditions and journalistic experience of a digital newsroom"
"http://focu.io/data#JOUR531","Visual Journalism Photo Editing","JOUR","531",,"3.0","Workshop course, practical out-of-class assignments"
"http://focu.io/data#JOUR532","DOCUMENTARY VIDEO AND RADIO","JOUR","532",,"3.0","Workshop course, practical out-of-class assignments"
"http://focu.io/data#JOUR535","Documentary and Photographic Series","JOUR","535",,"3.0","Workshop course, practical out-of-class assignments"
"http://focu.io/data#JOUR536","ADVANCED VIDEO JOURNALISM","JOUR","536",,"3.0","Check academic program site"
"http://focu.io/data#JOUR537","Visual Journalism Portfolio","JOUR","537",,"3.0","Workshop course, practical out-of-class assignments"
"http://focu.io/data#JOUR542","International Journalism","JOUR","542",,"3.0","Check academic program site"
"http://focu.io/data#JOUR566","PHOTOJOURNALISM","JOUR","566",,"3.0","Check academic program site"
"http://focu.io/data#JOUR601","Critical Approaches to Journalistic Thought","JOUR","601",,"3.0","Check academic program site"
"http://focu.io/data#JOUR602","FOUNDATIONS JOUR THOUGHT II","JOUR","602",,"3.0","Check academic program site"
"http://focu.io/data#JOUR603","POLICITAL ECONOMY/JOURNALISM","JOUR","603",,"3.0","Check academic program site"
"http://focu.io/data#JOUR604","RESEARCH METHODS","JOUR","604",,"3.0","Check academic program site"
"http://focu.io/data#JOUR605","Digital Innovation in Journalism","JOUR","605",,"3.0","Real-world project/assignment, Case studies"
"http://focu.io/data#JOUR610","INTERNATIONAL JOURNALISM","JOUR","610",,"3.0","Check academic program site"
"http://focu.io/data#JOUR620","Journalism Ethics and the Law","JOUR","620",,"3.0","Check academic program site"
"http://focu.io/data#JOUR630","MEDIATING DIVERSITY","JOUR","630",,"3.0","Workshop course, practical out-of-class assignments"
"http://focu.io/data#JOUR640","TEXTUAL APPROACHES TO JOUR","JOUR","640",,"3.0","Check academic program site"
"http://focu.io/data#JOUR642","Special Topics in Journalism Studies","JOUR","642",,"3.0","Check academic program site"
"http://focu.io/data#JOUR645","DIRECTED STUDY","JOUR","645",,"3.0","Check academic program site"
"http://focu.io/data#JOUR646","DIRECTED READING COURSE - JOURNALISTIC STRATEGIES","JOUR","646",,"3.0","Check academic program site"
"http://focu.io/data#JPER221","JAZZ ENSEMBLE I","JPER","221",,"3.0","Check academic program site"
"http://focu.io/data#JPER223","Big Band I","JPER","223",,"3.0","A performance course in which students participate in the Big Band Jazz Ensemble. Students are required to participate in public performances."
"http://focu.io/data#JPER224","Eclectic Ensemble I","JPER","224",,"3.0","Check academic program site"
"http://focu.io/data#JPER225","Jazz Choir I","JPER","225",,"3.0","Check academic program site"
"http://focu.io/data#JPER251","JAZZ PRIVATE STUDY I","JPER","251",,"3.0","Check academic program site"
"http://focu.io/data#JPER252","JAZZ PRIVATE STUDY II","JPER","252",,"3.0","Check academic program site"
"http://focu.io/data#JPER321","Jazz Ensemble II","JPER","321",,"3.0","Check academic program site"
"http://focu.io/data#JPER323","Big Band II","JPER","323",,"3.0","Check academic program site"
"http://focu.io/data#JPER324","Eclectic Ensemble II","JPER","324",,"3.0","Check academic program site"
"http://focu.io/data#JPER325","Jazz Choir II","JPER","325",,"3.0","Check academic program site"
"http://focu.io/data#JPER341","Jazz Vocal Repertoire I","JPER","341",,"3.0","Public performance"
"http://focu.io/data#JPER351","JAZZ PRIVATE STUDY III	","JPER","351",,"3.0","Check academic program site"
"http://focu.io/data#JPER352","JAZZ PRIVATE STUDY IV","JPER","352",,"3.0","Check academic program site"
"http://focu.io/data#JPER398","SPECIAL TOPICS IN JPER","JPER","398",,"3.0","Check academic program site"
"http://focu.io/data#JPER421","Jazz Ensemble III","JPER","421",,"3.0","Check academic program site"
"http://focu.io/data#JPER422","Jazz Ensemble IV","JPER","422",,"3.0","Check academic program site"
"http://focu.io/data#JPER423","Big Band III","JPER","423",,"3.0","Check academic program site"
"http://focu.io/data#JPER424","Eclectic Ensemble III","JPER","424",,"3.0","A continuation ofÃÂ JPER 324. Students are required to participate in public performances."
"http://focu.io/data#JPER425","Jazz Choir III","JPER","425",,"3.0","Check academic program site"
"http://focu.io/data#JPER441","Jazz Vocal Repertoire II","JPER","441",,"3.0","Public performance"
"http://focu.io/data#JPER451","JAZZ PRIVATE STUDY V","JPER","451",,"3.0",
"http://focu.io/data#JPER452","JAZZ PRIVATE STUDY VI","JPER","452",,"3.0","Check academic program site"
"http://focu.io/data#JPER471","Independent Study I","JPER","471",,"3.0","Check academic program site"
"http://focu.io/data#JPER472","Independent Study II","JPER","472",,"3.0","Check academic program site"
"http://focu.io/data#JPER498","SPECIAL TOPICS IN JPER","JPER","498",,"3.0","Check academic program site"
"http://focu.io/data#KCEP210","Principles of Clinical Exercise Physiology","KCEP","210",,"3.0","Check academic program site"
"http://focu.io/data#KCEP311","Pathophysiology in Clinical Exercise Science I","KCEP","311",,"3.0","Check academic program site"
"http://focu.io/data#KCEP349","Assessment, Interpretation, and Rehabilitation in Neuromuscular Physiology","KCEP","349",,"3.0","Check academic program site"
"http://focu.io/data#KCEP383","Kinesiology and Clinical Exercise Physiology Internship I","KCEP","383",,"3.0","Check academic program site"
"http://focu.io/data#KCEP411","Pathophysiology in Clinical Exercise Science II","KCEP","411",,"3.0","Check academic program site"
"http://focu.io/data#KCEP449","Physical Fitness Assessment, Exercise Prescription and Rehabilitation in Special Populations","KCEP","449",,"3.0","Check academic program site"
"http://focu.io/data#KCEP483","Kinesiology and Clinical Exercise Physiology Internship II","KCEP","483",,"3.0","Check academic program site"
"http://focu.io/data#LBCL204","Great Books: Western Culture and Expression from the Reformation through Modernity","LBCL","204",,"3.0","Check academic program site"
"http://focu.io/data#LBCL298","LBCL SELECTED TOPICS","LBCL","298",,"3.0","Check academic program site"
"http://focu.io/data#LBCL390","History of Music: Ancient to Classical","LBCL","390",,"3.0","Check academic program site"
"http://focu.io/data#LBCL392","MUSIC: CLASSICAL TO CONTEMP.","LBCL","392",,"3.0","Check academic program site"
"http://focu.io/data#LBCL394","History of Science: Antiquity to the Renaissance","LBCL","394",,"3.0","Check academic program site"
"http://focu.io/data#LBCL395","The History of Science: Early Modern to Contemporary","LBCL","395",,"3.0","Check academic program site"
"http://focu.io/data#LBCL398","LBCL SEL TOPICS","LBCL","398",,"3.0","Check academic program site"
"http://focu.io/data#LBCL494","Honours Seminar Special Topic","LBCL","494",,"3.0","Check academic program site"
"http://focu.io/data#LBCL495","SPEC/STUD:17C TO PRESENT","LBCL","495",,"3.0","Check academic program site"
"http://focu.io/data#LBCL498","LBCL HONOURS SEMINAR","LBCL","498",,"3.0","Check academic program site"
"http://focu.io/data#LEIS398","SELECT TOP - LEISURE STUDIES","LEIS","398",,"3.0","Check academic program site"
"http://focu.io/data#LESR298","SELECTED TOPICS IN LESR","LESR","298",,"3.0","Check academic program site"
"http://focu.io/data#LESR398","INTERMED SELECTED TOPIC-LESR","LESR","398",,"3.0","Check academic program site"
"http://focu.io/data#LESR498","ADVANCED TOPICS IN LESR","LESR","498",,"3.0","Check academic program site"
"http://focu.io/data#LIBR475","SELECT TOPICS IN LIBR SCIE","LIBR","475",,"3.0","Check academic program site"
"http://focu.io/data#LIBS298","SELECTED TOPICS IN LIBS","LIBS","298",,"3.0","Check academic program site"
"http://focu.io/data#LIBS374","SELECT TOPIC IN LIBRARY STUD","LIBS","374",,"3.0","Check academic program site"
"http://focu.io/data#LIBS376","SELECT TOPIC IN LIBRARY STUD","LIBS","376",,"3.0","Check academic program site"
"http://focu.io/data#LIBS398","SELECTED TOPICS IN LIBS.ST.","LIBS","398",,"3.0","Check academic program site"
"http://focu.io/data#LIBS478","ADV TOP IN LIBRARY STUDIES","LIBS","478",,"3.0","Check academic program site"
"http://focu.io/data#LIBS479","ADV TOP IN LIBRARY STUDIES","LIBS","479",,"3.0","Check academic program site"
"http://focu.io/data#LIBS480","ADV TOP IN LIBRARY STUDIES","LIBS","480",,"3.0","Check academic program site"
"http://focu.io/data#LIBS498","ADVANCED TOPICS IN LIBS","LIBS","498",,"3.0","Check academic program site"
"http://focu.io/data#LIBS574","SELECTED TOPICS IN LIBR. ST.","LIBS","574",,"3.0","Check academic program site"
"http://focu.io/data#LIBS576","SELECTED TOPICS IN LIBS II","LIBS","576",,"3.0","Check academic program site"
"http://focu.io/data#LIBS578","ADVANCED TOP/LIBRARY STUDIES","LIBS","578",,"3.0","Check academic program site"
"http://focu.io/data#LIBS580","ADVANCED TOPICS IN LIBS II","LIBS","580",,"3.0","Check academic program site"
"http://focu.io/data#LING200","Introduction to Linguistic Science","LING","200",,"3.0","Check academic program site"
"http://focu.io/data#LING222","Language and Mind: The Chomskyan Program","LING","222",,"3.0","Check academic program site"
"http://focu.io/data#LING298","SELECTED TOPICS IN LING","LING","298",,"3.0","Check academic program site"
"http://focu.io/data#LING300","Sociolinguistics","LING","300",,"3.0","Check academic program site"
"http://focu.io/data#LING315","SYNTAX","LING","315",,"3.0","Check academic program site"
"http://focu.io/data#LING320","Semantics","LING","320",,"3.0","Check academic program site"
"http://focu.io/data#LING322","LING & COGNITIVE SCIENCE","LING","322",,"3.0","Check academic program site"
"http://focu.io/data#LING330","Sanskrit","LING","330",,"3.0","Check academic program site"
"http://focu.io/data#LING335","Historical Linguistics","LING","335",,"3.0","Check academic program site"
"http://focu.io/data#LING336","Comparative Indo-European Linguistics","LING","336",,"3.0","Check academic program site"
"http://focu.io/data#LING341","Introduction to Romance Linguistics","LING","341",,"3.0","Check academic program site"
"http://focu.io/data#LING353","Psycholinguistics","LING","353",,"3.0","Check academic program site"
"http://focu.io/data#LING371","Semantics","LING","371",,"3.0","Check academic program site"
"http://focu.io/data#LING372","Descriptive and Instrumental Phonetics","LING","372",,"3.0","lab/experiments built into course"
"http://focu.io/data#LING373","PHONOLOGY","LING","373",,"3.0","Check academic program site"
"http://focu.io/data#LING380","Morphology","LING","380",,"3.0","Check academic program site"
"http://focu.io/data#LING398","SELECTED TOPICS/LINGUISTICS","LING","398",,"3.0","Check academic program site"
"http://focu.io/data#LING415","ADVANCED SYNTAX","LING","415",,"3.0","Check academic program site"
"http://focu.io/data#LING420","Language Change","LING","420",,"3.0","Check academic program site"
"http://focu.io/data#LING421","Non-Indo-European Structures","LING","421",,"3.0","The course involves working with a native speaker and/or from textual material."
"http://focu.io/data#LING425","Language Acquisition and Universal Grammar","LING","425",,"3.0","Check academic program site"
"http://focu.io/data#LING429","Interfaces in Linguistic Theory","LING","429",,"3.0","Check academic program site"
"http://focu.io/data#LING435","Advanced Historical Linguistics","LING","435",,"3.0","Check academic program site"
"http://focu.io/data#LING436","ADV. INDO-EUROPEAN STUDIES","LING","436",,"3.0","Check academic program site"
"http://focu.io/data#LING437","Problems in Indo-European Comparative Grammar","LING","437",,"3.0","Check academic program site"
"http://focu.io/data#LING446","Comparative Grammar of Greek and Latin","LING","446",,"3.0","Check academic program site"
"http://focu.io/data#LING447","Mycenaean Greek","LING","447",,"3.0","Check academic program site"
"http://focu.io/data#LING456","Homeric Greek","LING","456",,"3.0","Check academic program site"
"http://focu.io/data#LING457","Archaic Latin and the Italic Dialects","LING","457",,"3.0","Check academic program site"
"http://focu.io/data#LING461","Hittite","LING","461",,"3.0","Check academic program site"
"http://focu.io/data#LING471","Advanced Semantics","LING","471",,"3.0","Check academic program site"
"http://focu.io/data#LING473","Advanced Phonology","LING","473",,"3.0","Check academic program site"
"http://focu.io/data#LING475","HISTORY OF LINGUISTICS","LING","475",,"3.0","Check academic program site"
"http://focu.io/data#LING477","Syntax-Semantics Interface","LING","477",,"3.0","Check academic program site"
"http://focu.io/data#LING490","Honours Tutorial","LING","490",,"3.0",
"http://focu.io/data#LING492","SPECIAL TOPICS IN LING I","LING","492",,"3.0","Check academic program site"
"http://focu.io/data#LING493","SPECIAL TOPICS IN LING II","LING","493",,"3.0","Check academic program site"
"http://focu.io/data#LING495","TUTORIAL","LING","495",,"3.0","Check academic program site"
"http://focu.io/data#LING498","ADVANCED TOPICS IN LINGUSTICS","LING","498",,"3.0","Check academic program site"
"http://focu.io/data#LINZ222","Language and Mind: The Chomskyan Program","LINZ","222",,"3.0","Check academic program site"
"http://focu.io/data#LINZ300","Sociolinguistics","LINZ","300",,"3.0","Check academic program site"
"http://focu.io/data#LOYC205","Introduction to Sustainability","LOYC","205",,"3.0","Optional hands-on applied project. "
"http://focu.io/data#LOYC210","The 20th Century","LOYC","210",,"3.0","Check academic program site"
"http://focu.io/data#LOYC220","The Contemporary World","LOYC","220",,"3.0","Check academic program site"
"http://focu.io/data#LOYC230","Globalization and Diversity","LOYC","230",,"3.0","Check academic program site"
